"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA","","","","","","",""
"DIRECCIÓN NACIONAL DE EDUCACIÓN SUPERIOR","","","","","","",""
"DEPARTAMENTO DE GESTIÓN DE LA INFORMACIÓN Y ESTADÍSTICAS","","","","","","",""
"","","","","","","",""
"POBLACIÓN GRADUADA EN EDUCACIÓN SUPERIOR. EL SALVADOR  AÑO 2022","","","","","","",""
"","","","","","","",""
"FUENTE: Dirección Nacional de Educación Superior. Reporte 2022 SNIEES","","","","","","",""
"INSTITUCIÓN DE EDUCACIÓN SUPERIOR","SECTOR","DEPARTAMENTO","GRADO ACADÉMICO","CARRERA","FEMENINO","MASCULINO","TOTAL"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","TÉCNICO","TECNICO EN COMPUTACION","1","5","6"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","Sonsonate","TÉCNICO","TECNICO EN COMPUTACION","1","2","3"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN COMUNICACIONES","1","5","6"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN COMUNICACIONES","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN CONTABILIDAD","6","1","7"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TECNICO EN CONTABILIDAD","3","3","6"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","PRIVADO","Santa Ana","TÉCNICO","TECNICO EN CONTABILIDAD","0","1","1"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","TÉCNICO","TECNICO EN CONTADURIA","3","4","7"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TECNICO EN CONTADURIA PUBLICA","10","5","15"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","TÉCNICO","TECNICO EN CONTADURIA PUBLICA","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TECNICO EN CONTADURIA PUBLICA","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN CONTADURIA PUBLICA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","TÉCNICO","TECNICO EN CONTADURIA PUBLICA","5","7","12"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SANTA ANA","PRIVADO","Santa Ana","TÉCNICO","TECNICO EN CONTADURIA PUBLICA","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SONSONATE","PRIVADO","Sonsonate","TÉCNICO","TECNICO EN CONTADURIA PUBLICA","1","1","2"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN CONTADURIA PUBLICA","7","2","9"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN CONTROL DE CALIDAD","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN CONTROL DE LA CALIDAD","5","4","9"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN DECORACIÓN","0","13","13"
"UNIVERSIDAD LUTERANA SALVADOREÑA","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN DESARROLLO DE APLICACIONES INFORMÁTICAS","3","2","5"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN DESARROLLO DE APLICACIONES MÓVILES","0","3","3"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TECNICO EN DESARROLLO DE SOFTWARE","0","0","0"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN DESARROLLO DE SOFTWARE","0","0","0"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN DESARROLLO DE SOFTWARE","0","0","0"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN DESARROLLO DE SOFTWARE","6","13","19"
"UNIVERSIDAD PANAMERICANA","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN DESARROLLO LOCAL SOSTENIBLE","4","2","6"
"UNIVERSIDAD PANAMERICANA, REGIONAL AHUACHAPAN","PRIVADO","Ahuachapán","TÉCNICO","TÉCNICO EN DESARROLLO LOCAL SOSTENIBLE","2","1","3"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TECNICO EN DISEÑO GRAFICO","14","6","20"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN DISEÑO GRAFICO","10","3","13"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","TÉCNICO","TECNICO EN DISEÑO GRAFICO","5","5","10"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN DISEÑO GRAFICO","40","19","59"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN DISEÑO GRAFICO","18","26","44"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN DISEÑO GRÁFICO","9","0","9"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN DISEÑO GRÁFICO PUBLICITARIO","6","8","14"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN DISEÑO GRÁFICO WEB","0","1","1"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN DISEÑO GRÁFICO-PROGRAMA DE INTEGRACIÓN LINEAL DE ESTUDIOS TÉCNICOS (PILET)","14","2","16"
"UNIVERSIDAD MODULAR ABIERTA","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN EMPRESAS TURÍSTICAS","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN EMPRESAS TURÍSTICAS","1","1","2"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SONSONATE","PRIVADO","Sonsonate","TÉCNICO","TÉCNICO EN EMPRESAS TURÍSTICAS","0","0","0"
"UNIVERSIDAD MODULAR ABIERTA, REGIONAL SONSONATE","PRIVADO","Sonsonate","TÉCNICO","TÉCNICO EN EMPRESAS TURÍSTICAS","0","0","0"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TÉCNICO EN ENERGÍAS RENOVABLES","1","14","15"
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ENFERMERIA","78","4","82"
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","TÉCNICO","TECNICO EN ENFERMERIA","75","9","84"
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD, REGIONAL SANTA ANA","PRIVADO","Santa Ana","TÉCNICO","TECNICO EN ENFERMERIA","139","26","165"
"INSTITUTO TECNOLOGICO ESCUELA TECNICA PARA LA SALUD","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ENFERMERIA","151","29","180"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TECNICO EN ENFERMERIA","67","9","76"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","TÉCNICO","TECNICO EN ENFERMERIA","109","26","135"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","TÉCNICO","TECNICO EN ENFERMERIA","42","8","50"
"UNIVERSIDAD CATOLICA DE EL SALVADOR","PRIVADO","Santa Ana","TÉCNICO","TÉCNICO EN ENFERMERÍA","25","3","28"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN ENFERMERÍA","166","26","192"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","TÉCNICO","TÉCNICO EN ENFERMERÍA","45","6","51"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN ENFERMERÍA","123","13","136"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","Sonsonate","TÉCNICO","TÉCNICO EN ENFERMERÍA","92","21","113"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN FORMULACIÓN DE ALIMENTOS INDUSTRIALES","0","0","0"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN GASTRONOMIA","50","46","96"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","La Unión","TÉCNICO","TECNICO EN GASTRONOMIA","18","6","24"
"INSTITUTO TECNOLOGICO DE CHALATENANGO","PÚBLICO","Chalatenango","TÉCNICO","TECNICO EN GESTION DE TURISMO ALTERNATIVO","10","5","15"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SANTA ANA","PÚBLICO","Santa Ana","TÉCNICO","TÉCNICO EN GESTIÓN TECNOLÓGICA DEL PATRIMONIO CULTURAL","6","18","24"
"ESCUELA SUPERIOR FRANCISCANA ESPECIALIZADA/AGAPE","PÚBLICO","Sonsonate","TÉCNICO","TÉCNICO EN GESTIÓN Y DESARROLLO TURÍSTICO","20","4","24"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","TÉCNICO","TÉCNICO EN GESTIÓN Y DESARROLLO TURÍSTICO","115","49","164"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN GUIA DE TURISMO BILINGÜE","3","1","4"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TECNICO EN GUIA TURISTICO","0","2","2"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TÉCNICO EN HARDWARE COMPUTACIONAL","2","13","15"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA PAZ","PÚBLICO","La Paz","TÉCNICO","TÉCNICO EN HARDWARE COMPUTACIONAL","3","5","8"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SANTA ANA","PÚBLICO","Santa Ana","TÉCNICO","TÉCNICO EN HARDWARE COMPUTACIONAL","10","0","10"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","La Unión","TÉCNICO","TECNICO EN HOSTELERIA Y TURISMO","15","9","24"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TECNICO EN IDIOMA INGLES","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","TÉCNICO","TECNICO EN IDIOMA INGLES","0","0","0"
"UNIVERSIDAD LUTERANA SALVADOREÑA","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN INGENIERÍA AGROECOLÓGICA","3","4","7"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN INGENIERÍA BIOMÉDICA","10","11","21"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN INGENIERIA CIVIL","8","12","20"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SAN MIGUEL","PÚBLICO","San Miguel","TÉCNICO","TECNICO EN INGENIERIA CIVIL","10","9","19"
"INSTITUTO TECNOLOGICO DE CHALATENANGO","PÚBLICO","Chalatenango","TÉCNICO","TECNICO EN INGENIERIA CIVIL","15","14","29"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TECNICO EN INGENIERIA CIVIL Y CONSTRUCCION","1","8","9"
"INSTITUTO TECNOLÓGICO ""PADRE SEGUNDO MONTES""","PRIVADO","Morazán","TÉCNICO","TÉCNICO EN INGENIERÍA DE CONSTRUCCIÓN","0","6","6"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN INGENIERIA DE DESARROLLO DE SOFTWARE","15","39","54"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN INGENIERIA DE DESARROLLO DE SOFTWARE","4","22","26"
"ESCUELA SUPERIOR FRANCISCANA ESPECIALIZADA/AGAPE","PÚBLICO","Sonsonate","TÉCNICO","TECNICO EN INGENIERIA DE DESARROLLO DE SOFTWARE","59","81","140"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA PAZ","PÚBLICO","La Paz","TÉCNICO","TÉCNICO EN INGENIERIA DE DESARROLLO DE SOFTWARE","0","0","0"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SANTA ANA","PÚBLICO","Santa Ana","TÉCNICO","TÉCNICO EN INGENIERIA DE DESARROLLO DE SOFTWARE","44","18","62"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","La Unión","TÉCNICO","TÉCNICO EN INGENIERÍA DE DESARROLLO DE SOFTWARE","2","8","10"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SAN MIGUEL","PÚBLICO","San Miguel","TÉCNICO","TÉCNICO EN INGENIERÍA DE DESARROLLO DE SOFTWARE","3","11","14"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN INGENIERIA DE HARDWARE","1","19","20"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN INGENIERIA DE INFRAESTRUCTURA DE REDES INFORMATICAS","2","5","7"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN INGENIERIA DE INFRAESTRUCTURA DE REDES INFORMATICAS","4","22","26"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SAN MIGUEL","PÚBLICO","San Miguel","TÉCNICO","TÉCNICO EN INGENIERÍA DE INFRAESTRUCTURA REDES INFORMÁTICAS","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN INGENIERIA DE REDES COMPUTACIONALES","8","22","30"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN INGENIERIA DE SOFTWARE","4","18","22"
"INSTITUTO TECNOLOGICO DE CHALATENANGO","PÚBLICO","Chalatenango","TÉCNICO","TÉCNICO EN INGENIERÍA DE SOPORTE INFORMÁTICO","5","7","12"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN INGENIERIA ELECTRICA","3","51","54"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SAN MIGUEL","PÚBLICO","San Miguel","TÉCNICO","TECNICO EN INGENIERIA ELECTRICA","1","66","67"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SANTA ANA","PÚBLICO","Santa Ana","TÉCNICO","TECNICO EN INGENIERIA ELECTRICA","75","12","87"
"ESCUELA SUPERIOR FRANCISCANA ESPECIALIZADA/AGAPE","PÚBLICO","Sonsonate","TÉCNICO","TECNICO EN INGENIERIA ELECTRICA","18","161","179"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN INGENIERÍA ELÉCTRICA","0","13","13"
"INSTITUTO TECNOLOGICO DE CHALATENANGO","PÚBLICO","Chalatenango","TÉCNICO","TECNICO EN INGENIERIA ELECTRICA- ARTICULADA","1","25","26"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN INGENIERÍA ELECTRÓNICA","0","4","4"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN INGENIERIA ELECTRONICA INDUSTRIAL","0","14","14"
"INSTITUTO TECNOLOGICO DE CHALATENANGO","PÚBLICO","Chalatenango","TÉCNICO","TECNICO EN INGENIERIA EN COMPUTACION","15","15","30"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN INGENIERÍA EN COMPUTACIÓN","1","3","4"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN INGENIERÍA EN COMPUTACIÓN","7","24","31"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN INGENIERÍA EN COMPUTACIÓN PILET","0","6","6"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN INGENIERÍA EN ELECTRÓNICA PILET","0","6","6"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA PAZ","PÚBLICO","La Paz","TÉCNICO","TECNICO EN INGENIERIA EN SISTEMAS Y REDES INFORMATICAS","15","20","35"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SAN MIGUEL","PÚBLICO","San Miguel","TÉCNICO","TECNICO EN INGENIERIA EN SISTEMAS Y REDES INFORMATICAS","0","0","0"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TECNICO EN INGENIERIA EN SISTEMAS Y REDES INFORMATICAS","5","13","18"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","TÉCNICO","TECNICO EN INGENIERIA EN SISTEMAS Y REDES INFORMATICAS","4","7","11"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN INGENIERÍA EN SISTEMAS Y REDES INFORMÁTICAS","1","7","8"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN INGENIERIA INDUSTRIAL","21","49","70"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN INGENIERÍA INDUSTRIAL","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA Regional Santa Ana","PRIVADO","Santa Ana","TÉCNICO","TÉCNICO EN INGENIERÍA INDUSTRIAL CON OPCIÓN EN GESTIÓN DE LA CALIDAD- SEMIPRESENCIAL","1","0","1"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN INGENIERÍA INDUSTRIAL OPCIÓN: SEGURIDAD INDUSTRIAL Y GESTIÓN DEL RIESGO","2","3","5"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN INGENIERÍA MECÁNICA","0","31","31"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TÉCNICO EN INGENIERÍA MECÁNICA OPCIÓN CNC","0","5","5"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TÉCNICO EN INGENIERÍA MECÁNICA OPCIÓN MANTENIMIENTO INDUSTRIAL","0","11","11"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN INGENIERIA MECATRONICA","7","26","33"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","TÉCNICO","TECNICO EN INSPECCION SANITARIA","0","0","0"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN LABORATORIO QUIMICO","26","7","33"
"UNIVERSIDAD CATOLICA DE EL SALVADOR - ILOBASCO","PRIVADO","Cabañas","TÉCNICO","TECNICO EN LACTEOS Y CARNICOS","54","25","79"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","La Unión","TÉCNICO","TECNICO EN LOGISTICA Y ADUANAS","28","20","48"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","La Unión","TÉCNICO","TÉCNICO EN LOGÍSTICA Y ADUANAS-ARTICULADA","19","12","31"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA UNION","PÚBLICO","La Unión","TÉCNICO","TÉCNICO EN MANEJO INTEGRADO DE RECURSOS COSTERO MARINOS, CON ESPECIALIDAD EN ACUICULTURA Y PESQUERÍA","3","3","6"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MANTENIMIENTO AERONAUTICO","9","54","63"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL LA PAZ","PÚBLICO","La Paz","TÉCNICO","TECNICO EN MANTENIMIENTO DE COMPUTADORAS","0","1","1"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE, REGIONAL SANTA ANA","PÚBLICO","Santa Ana","TÉCNICO","TECNICO EN MANTENIMIENTO DE COMPUTADORAS","0","1","1"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MANTENIMIENTO DE COMPUTADORAS","0","0","0"
"UNIVERSIDAD FRANCISCO GAVIDIA","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MANTENIMIENTO Y  REPARACION DE COMPUTADORAS","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN MARKETING DIGITAL Y VENTAS","8","5","13"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN MARKETING TURÍSTICO","7","3","10"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN MARKETING TURÍSTICO","1","0","1"
"ESCUELA ESPECIALIZADA EN INGENIERIA ITCA-FEPADE","PÚBLICO","La Libertad","TÉCNICO","TECNICO EN MECANICA AUTOMOTRIZ","7","176","183"
"ESCUELA SUPERIOR FRANCISCANA ESPECIALIZADA/AGAPE","PÚBLICO","Sonsonate","TÉCNICO","TECNICO EN MERCADEO","53","16","69"
"INSTITUTO TECNOLOGICO DE CHALATENANGO","PÚBLICO","Chalatenango","TÉCNICO","TECNICO EN MERCADEO","21","5","26"
"UNIVERSIDAD CENTROAMERICANA JOSE SIMEON CAÑAS","PRIVADO","La Libertad","TÉCNICO","TECNICO EN MERCADEO","14","9","23"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MERCADEO","11","4","15"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL CHALATENANGO","PRIVADO","Chalatenango","TÉCNICO","TECNICO EN MERCADEO","0","0","0"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SAN MIGUEL","PRIVADO","San Miguel","TÉCNICO","TECNICO EN MERCADEO","6","2","8"
"UNIVERSIDAD DOCTOR ANDRES BELLO, REGIONAL SONSONATE","PRIVADO","Sonsonate","TÉCNICO","TECNICO EN MERCADEO","9","5","14"
"UNIVERSIDAD PEDAGOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MERCADEO","11","4","15"
"UNIVERSIDAD SALVADOREÑA ALBERTO MASFERRER","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MERCADEO","2","5","7"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MERCADEO","0","0","0"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MERCADEO Y  VENTAS","48","23","71"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TECNICO EN MERCADEO Y VENTAS","19","13","32"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS, REGIONAL USULUTAN","PRIVADO","Usulutan","TÉCNICO","TECNICO EN MERCADEO Y VENTAS","20","8","28"
"UNIVERSIDAD CAPITAN GENERAL GERARDO BARRIOS","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN MERCADEO Y VENTAS","6","3","9"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MERCADEO Y VENTAS - NO PRESENCIAL","25","15","40"
"UNIVERSIDAD EVANGELICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MERCADOTECNIA","3","3","6"
"UNIVERSIDAD PANAMERICANA","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MERCADOTECNIA","1","1","2"
"UNIVERSIDAD PANAMERICANA, REGIONAL AHUACHAPAN","PRIVADO","Ahuachapán","TÉCNICO","TECNICO EN MERCADOTECNIA","4","4","8"
"UNIVERSIDAD PANAMERICANA, REGIONAL SAN VICENTE","PRIVADO","San Vicente","TÉCNICO","TECNICO EN MERCADOTECNIA","8","2","10"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN MULTIMEDIA","38","47","85"
"UNIVERSIDAD DOCTOR ANDRES BELLO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN OPTOMETRIA","49","39","88"
"UNIVERSIDAD DE ORIENTE","PRIVADO","San Miguel","TÉCNICO","TÉCNICO EN OPTOMETRÍA","0","0","0"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TECNICO EN ORTESIS Y PROTESIS","27","7","34"
"UNIVERSIDAD DON BOSCO","PRIVADO","San Salvador","TÉCNICO","TÉCNICO EN ÓRTESIS Y PRÓTESIS","1","17","18"
"UNIVERSIDAD TECNOLOGICA DE EL SALVADOR","PRIVADO","San Salvador","TÉCNICO","TECNICO EN PERIODISMO","7","15","22"
