"MINISTERIO DE EDUCACIÓN, CIENCIA Y TECNOLOGÍA
DIRECCIÓN NACIONAL DE EDUCACIÓN SUPERIOR
DEPARTAMENTO DE GESTIÓN DE LA INFORMACIÓN Y ESTADÍSTICAS","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"POBLACIÓN GRADUADA EN EDUCACIÓN SUPERIOR. EL SALVADOR  AÑO 2020","","","","","","","","","","","","",""
"","","","","","","","","","","","","",""
"FUENTE: Dirección Nacional de Educación Superior. Reporte 2020 SINIEES","","","","","","","","","","","","",""
"Institución de Educación Superior","Departamento","Tipo de IES","Sector","Nivel Académico","Grado ","Carrera","Masculino","Femenino","Total","","","",""
"INSTITUTO ESPECIALIZADO DE EDUCACIÓN SUPERIOR PARA LA FORMACIÓN DIPLOMÁTICA","La Libertad","Instituto Especializado","Público","Posgrado","MAESTRÍA","MAESTRIA EN DIPLOMACIA","2","3","5","","","",""
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ACADEMIA NACIONAL DE SEGURIDAD PÚBLICA""","La Paz","Instituto Especializado","Público","Técnico","TÉCNICO","TÉCNICO EN CIENCIAS POLICIALES","369","189","558","","","",""
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ACADEMIA NACIONAL DE SEGURIDAD PÚBLICA""","La Paz","Instituto Especializado","Público","Técnico","TECNOLÓGO","TECNÓLOGO EN CIENCIAS POLICIALES CON ORIENTACIÓN A SEGURIDAD PÚBLICA- SP","0","0","0","","","",""
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ESCUELA MILITAR CAPITÁN GENERAL GERARDO BARRIOS""","La Libertad","Instituto Especializado","Público","Posgrado","MAESTRÍA","MAESTRIA EN ADMINISTRACION MILITAR","12","0","12","","","",""
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ESCUELA MILITAR CAPITÁN GENERAL GERARDO BARRIOS""","La Libertad","Instituto Especializado","Público","Técnico","TÉCNICO","TÉCNICO EN ADMINISTRACIÓN DE RECURSOS MILITARES","0","0","0","","","",""
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR ""ESCUELA MILITAR CAPITÁN GENERAL GERARDO BARRIOS""","La Libertad","Instituto Especializado","Público","Universitario","LICENCIATURA","LICENCIATURA EN ADMINISTRACION MILITAR","66","8","74","","","",""
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR CENTRO CULTURAL SALVADOREÑO AMERICANO","San Salvador","Instituto Especializado","Privado","Técnico","TÉCNICO","TÉCNICO EN TRADUCCIÓN INGLES-ESPAÑOL","0","0","0","","","",""
"INSTITUTO ESPECIALIZADO DE NIVEL SUPERIOR CENTRO CULTURAL SALVADOREÑO AMERICANO","San Salvador","Instituto Especializado","Privado","Universitario","LICENCIATURA","LICENCIATURA EN LINGUISTICA APLICADA CON ESPECIALIDAD EN INGLÉS COMO LENGUA EXTRANJERA","5","12","17","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","San Miguel","Instituto Especializado","Privado","Técnico","TÉCNICO","TECNICO EN ENFERMERIA","18","116","134","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","San Salvador","Instituto Especializado","Privado","Técnico","TÉCNICO","TECNICO EN ENFERMERIA","11","61","72","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","Santa Ana","Instituto Especializado","Privado","Técnico","TÉCNICO","TECNICO EN ENFERMERIA","29","136","165","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","San Miguel","Instituto Especializado","Privado","Técnico","TÉCNICO","TÉCNICO EN SALUD AMBIENTAL","0","0","0","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","San Salvador","Instituto Especializado","Privado","Técnico","TÉCNICO","TÉCNICO EN SALUD AMBIENTAL","2","1","3","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","Santa Ana","Instituto Especializado","Privado","Técnico","TÉCNICO","TÉCNICO EN SALUD AMBIENTAL","0","0","0","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","San Miguel","Instituto Especializado","Privado","Técnico","TECNOLÓGO","TECNOLOGO EN ENFERMERIA","11","32","43","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","San Salvador","Instituto Especializado","Privado","Técnico","TECNOLÓGO","TECNOLOGO EN ENFERMERIA","15","44","59","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","Santa Ana","Instituto Especializado","Privado","Técnico","TECNOLÓGO","TECNOLOGO EN ENFERMERIA","5","24","29","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","San Salvador","Instituto Especializado","Privado","Universitario","LICENCIATURA","LICENCIATURA EN ENFERMERIA","20","81","101","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","San Miguel","Instituto Especializado","Privado","Universitario","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","16","97","113","","","",""
"INSTITUTO ESPECIALIZADO DE PROFESIONALES DE LA SALUD DE EL SALVADOR","Santa Ana","Instituto Especializado","Privado","Universitario","LICENCIATURA","LICENCIATURA EN ENFERMERÍA","6","61","67","","","",""
"INSTITUTO ESPECIALIZADO ESCUELA DE COMUNICACION ""MÓNICA HERRERA""","La Libertad","Instituto Especializado","Privado","Técnico","TÉCNICO","TECNICO EN PUBLICIDAD","0","0","0","","","",""
"INSTITUTO ESPECIALIZADO ESCUELA DE COMUNICACION ""MÓNICA HERRERA""","La Libertad","Instituto Especializado","Privado","Universitario","LICENCIATURA","LICENCIATURA EN COMUNICACION Y ESTRATEGIA DIGITAL","0","0","0","","","",""
"INSTITUTO ESPECIALIZADO ESCUELA DE COMUNICACION ""MÓNICA HERRERA""","La Libertad","Instituto Especializado","Privado","Universitario","LICENCIATURA","LICENCIATURA EN COMUNICACIONES INTEGRADAS DE MARKETING","15","27","42","","","",""
"INSTITUTO ESPECIALIZADO ESCUELA DE COMUNICACION ""MÓNICA HERRERA""","La Libertad","Instituto Especializado","Privado","Universitario","LICENCIATURA","LICENCIATURA EN DISEÑO ESTRATEGICO","0","16","16","","","",""
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","La Libertad","Instituto Especializado","Privado","Universitario","INGENIERÍA ","INGENIERIA DE NEGOCIOS","27","15","42","","","",""
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","La Libertad","Instituto Especializado","Privado","Universitario","LICENCIATURA","LICENCIATURA EN CIENCIAS JURIDICAS","4","8","12","","","",""
"INSTITUTO ESPECIALIZADO ESCUELA SUPERIOR DE ECONOMIA Y NEGOCIOS","La Libertad","Instituto Especializado","Privado","Universitario","LICENCIATURA","LICENCIATURA EN ECONOMIA Y NEGOCIOS","30","39","69","","","",""
"INSTITUTO SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS","La Libertad","Instituto Especializado","Privado","Posgrado","MAESTRÍA","MAESTRIA EN ADMINISTRACIÓN DE EMPRESAS","49","28","77","","","",""
"INSTITUTO SUPERIOR DE ECONOMIA Y ADMINISTRACION DE EMPRESAS","La Libertad","Instituto Especializado","Privado","Posgrado","MAESTRÍA","MAESTRIA EN LIDERAZGO GERENCIAL EDUCATIVO","0","0","0","","","",""
"INSTITUTO TECNOLÓGICO ""PADRE SEGUNDO MONTES""","Morazán","Instituto Tecnológico","Privado","Técnico","TÉCNICO","TÉCNICO EN INGENIERÍA DE CONSTRUCCIÓN","24","3","27","","","",""
"INSTITUTO TECNOLÓGICO ""PADRE SEGUNDO MONTES""","Morazán","Instituto Tecnológico","Privado","Técnico","TÉCNICO","TÉCNICO SUPERIOR EN HOSTELERÍA Y TURISMO","1","2","3","","","",""
"INSTITUTO TECNOLÓGICO AMERICANO DE EDUCACION SUPERIOR","San Salvador","Instituto Tecnológico","Privado","Técnico","TÉCNICO","TECNICO EN ADMINISTRACION DE NEGOCIOS","1","2","3","","","",""
"INSTITUTO TECNOLÓGICO AMERICANO DE EDUCACION SUPERIOR","San Salvador","Instituto Tecnológico","Privado","Técnico","TÉCNICO","TECNICO EN ARTES LIBERALES","1","0","1","","","",""
"INSTITUTO TECNOLÓGICO DE CHALATENANGO","Chalatenango","Instituto Tecnológico","Público","Técnico","TÉCNICO","TECNICO EN AGROINDUSTRIA","11","21","32","","","",""
"INSTITUTO TECNOLÓGICO DE CHALATENANGO","Chalatenango","Instituto Tecnológico","Público","Técnico","TÉCNICO","TECNICO EN GESTION DE TURISMO ALTERNATIVO","5","19","24","","","",""
"INSTITUTO TECNOLÓGICO DE CHALATENANGO","Chalatenango","Instituto Tecnológico","Público","Técnico","TÉCNICO","TECNICO EN INGENIERIA CIVIL","29","11","40","","","",""
"INSTITUTO TECNOLÓGICO DE CHALATENANGO","Chalatenango","Instituto Tecnológico","Público","Técnico","TÉCNICO","TÉCNICO EN INGENIERÍA DE DESARROLLO DE SOFTWARE","0","0","0","","","",""
"INSTITUTO TECNOLÓGICO DE CHALATENANGO","Chalatenango","Instituto Tecnológico","Público","Técnico","TÉCNICO","TECNICO EN INGENIERIA ELECTRICA- ARTICULADA","26","2","28","","","",""
"INSTITUTO TECNOLÓGICO DE CHALATENANGO","Chalatenango","Instituto Tecnológico","Público","Técnico","TÉCNICO","TECNICO EN INGENIERIA EN COMPUTACION","17","20","37","","","",""
"INSTITUTO TECNOLÓGICO DE CHALATENANGO","Chalatenango","Instituto Tecnológico","Público","Técnico","TÉCNICO","TECNICO EN MANTENIMIENTO DE COMPUTADORAS","10","7","17","","","",""
"INSTITUTO TECNOLÓGICO DE CHALATENANGO","Chalatenango","Instituto Tecnológico","Público","Técnico","TÉCNICO","TECNICO EN MERCADEO","14","27","41","","","",""
"INSTITUTO TECNOLÓGICO DE USULUTÁN","Usulután","Instituto Tecnológico","Público","Técnico","TÉCNICO","TECNICO EN INGENIERIA EN COMPUTACION","4","4","8","","","",""
"INSTITUTO TECNOLÓGICO DE USULUTÁN","Usulután","Instituto Tecnológico","Público","Técnico","TÉCNICO","TECNICO EN MECANICA AUTOMOTRIZ","5","7","12","","","",""
"INSTITUTO TECNOLÓGICO DE USULUTÁN","Usulután","Instituto Tecnológico","Público","Técnico","TÉCNICO","TÉCNICO EN MERCADEO Y VENTAS","3","7","10","","","",""
"INSTITUTO TECNOLÓGICO ESCUELA TECNICA PARA LA SALUD","San Salvador","Instituto Tecnológico","Privado","Técnico","TÉCNICO","TECNICO EN ENFERMERIA","22","100","122","","","",""
"INSTITUTO TECNOLÓGICO ESCUELA TECNICA PARA LA SALUD","San Salvador","Instituto Tecnológico","Privado","Técnico","TECNOLÓGO","TECNOLOGO EN ENFERMERIA","16","39","55","","","",""
